description,name,cluster_node,profile,value,read_only,is_disabled,is_specified,encrypted,export_configuration,export_key,export_path
Maximum connections per host for outbound connection. The default value is 100.,OutboundConnections.maxConnectionsPerHost,UNSPECIFIED,Default,100,FALSE,FALSE,TRUE,FALSE,configuration.xml,@maxConnectionsPerHost,/Configuration/System/OutboundConnections
"OutboundConnections.recieveTimeout (along with OutboundConnections.connectTimeout) helps to increase the timeout settings
					  for the FTP(S) and HTTP(S). The default value for each parameter is 25 seconds.",OutboundConnections.receiveTimeout,UNSPECIFIED,Default,25,FALSE,FALSE,TRUE,FALSE,configuration.xml,@receiveTimeout,/Configuration/System/OutboundConnections
The ssl key algorithm used. The default algorithm is SunX509.,OutboundConnections.Ssl.keyAlgorithm,UNSPECIFIED,Default,IbmX509,FALSE,FALSE,TRUE,FALSE,configuration.xml,@keyAlgorithm,/Configuration/System/OutboundConnections/Ssl
The ssl protocol used. The default protocol is TLS.,OutboundConnections.Ssl.protocol,UNSPECIFIED,Default,SSL_TLS,FALSE,FALSE,TRUE,FALSE,configuration.xml,@protocol,/Configuration/System/OutboundConnections/Ssl
The ssl trust algorithm used. The default algorithm is SunX509.,OutboundConnections.Ssl.trustAlgorithm,UNSPECIFIED,Default,IbmX509,FALSE,FALSE,TRUE,FALSE,configuration.xml,@trustAlgorithm,/Configuration/System/OutboundConnections/Ssl
The default value is mimeTypes. This is a reference to the mime.Types file which controls what Internet media types are sent to the client for given file extension(s).,OutboundConnections.File.alias,UNSPECIFIED,Default,mimeTypes,FALSE,FALSE,TRUE,FALSE,configuration.xml,@alias,/Configuration/System/OutboundConnections/File
The path to the mime.Types file. The default path is conf/mime.types.,OutboundConnections.File.path,UNSPECIFIED,Default,conf/mime.types,TRUE,FALSE,TRUE,FALSE,configuration.xml,@path,/Configuration/System/OutboundConnections/File
This is the ST installation home directory.,OutboundConnections.File.relative,UNSPECIFIED,Default,fdHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,/Configuration/System/OutboundConnections/File
The default GID is 2000.,Users.Defaults.gid,UNSPECIFIED,Default,2000,TRUE,FALSE,TRUE,FALSE,configuration.xml,@gid,/Configuration/System/DefaultUserAttributes
The default UID is 10000.,Users.Defaults.uid,UNSPECIFIED,Default,10000,TRUE,FALSE,TRUE,FALSE,configuration.xml,@uid,/Configuration/System/DefaultUserAttributes
Defines the default path attribute for the homeDir alias in case it's not defined from the user.,Users.Defaults.Directory.homeDir.path,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,configuration.xml,@path,/Configuration/System/DefaultUserAttributes/Directory
Defines the default alias attribute in case it's not defined from the user. The default value is homeDir.,Users.Defaults.Directory.homeDir.alias,UNSPECIFIED,Default,homeDir,TRUE,FALSE,TRUE,FALSE,configuration.xml,@alias,/Configuration/System/DefaultUserAttributes/Directory
Defines the default relative attribute in case it's not defined from the user.,Users.Defaults.Directory.homeDir.relative,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,configuration.xml,@relative,/Configuration/System/DefaultUserAttributes/Directory
Controls the status of users client certificate ssh authentication <none|optional|required>. You can edit it from Access->Secure Sockets Layer.,Users.Session.clientCertSsh,UNSPECIFIED,Default,optional,TRUE,FALSE,TRUE,FALSE,configuration.xml,@clientCertSsh,/Configuration/System/Session
The time in seconds that SecureTransport waits when a transfer cannot be started.,EventQueue.internalRetryDelayInterval,UNSPECIFIED,Default,120,FALSE,FALSE,TRUE,FALSE,configuration.xml,@internalRetryDelayInterval,/Configuration/System/EventQueue
Defines the maximum number of events to be read and assigned in one pass. This is needed for the Primary distribution thread. Supported only for Standard Cluster.,EventQueue.maxClusterBatchSize,UNSPECIFIED,Default,5,FALSE,FALSE,TRUE,FALSE,configuration.xml,@maxClusterBatchSize,/Configuration/System/EventQueue
The number of times SecureTransport retries a transfer. ,EventQueue.maxRetryCount,UNSPECIFIED,Default,5,FALSE,FALSE,TRUE,FALSE,configuration.xml,@maxRetryCount,/Configuration/System/EventQueue
"Enable|disable the size limit of the queue. If it's enable, the value is true, otherwise it's false.",EventQueue.SizeLimit.enable,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,configuration.xml,@enable,/Configuration/System/EventQueue/SizeLimit
Default max queue size. The default value is 5120.,EventQueue.SizeLimit.maxQueueSize,UNSPECIFIED,Default,5120,FALSE,FALSE,TRUE,FALSE,configuration.xml,@maxQueueSize,/Configuration/System/EventQueue/SizeLimit
The maximum number of threads in the EventQueue.,EventQueue.ThreadPools.ThreadPool.maxThreads,UNSPECIFIED,Default,512,FALSE,FALSE,TRUE,FALSE,configuration.xml,@maxThreads,/Configuration/System/EventQueue/ThreadPools/ThreadPool
The minimum number of threads in the EventQueue.,EventQueue.ThreadPools.ThreadPool.minThreads,UNSPECIFIED,Default,32,FALSE,FALSE,TRUE,FALSE,configuration.xml,@minThreads,/Configuration/System/EventQueue/ThreadPools/ThreadPool
The default name is EventQueue.,EventQueue.ThreadPools.ThreadPool.name,UNSPECIFIED,Default,EventQueue,FALSE,FALSE,TRUE,FALSE,configuration.xml,@name,/Configuration/System/EventQueue/ThreadPools/ThreadPool
Controls whether the user name of a virtual user is case sensitive. <true|false>.,Users.LoginNames.virtualUserCaseSensitive,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,configuration.xml,@virtualUserCaseSensitive,/Configuration/System/LoginNames
NO value,TransactionManager.syncFileToDiskEveryKB,UNSPECIFIED,Default,0,FALSE,FALSE,TRUE,FALSE,configuration.xml,@syncFileToDiskEveryKB,/Configuration/Modules/TransactionManager
Defines the max concurrent file.,TransactionManager.concurrentFileIOMax,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,configuration.xml,@concurrentFileIOMax,/Configuration/Modules/TransactionManager
NO value,OutboundConnections.Proxy.NonProxyHost.host0,UNSPECIFIED,Default,NO value,TRUE,FALSE,TRUE,FALSE,configuration.xml,@host,"/Configuration/System/OutboundConnections/Proxy/NonProxyHost[@identifier=""0""]"
NO value,OutboundConnections.Proxy.SocksClasses.Include.name0,UNSPECIFIED,Default,com.tumbleweed.st.server.ssh.agent.SftpConnection,FALSE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/System/OutboundConnections/Proxy/SocksClasses/Include[@identifier=""0""]"
NO value,OutboundConnections.Proxy.SocksClasses.Include.name1,UNSPECIFIED,Default,com.jscape.*,FALSE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/System/OutboundConnections/Proxy/SocksClasses/Include[@identifier=""1""]"
NO value,OutboundConnections.Proxy.SocksClasses.Include.name2,UNSPECIFIED,Default,org.apache.http.*,FALSE,FALSE,TRUE,FALSE,configuration.xml,@name,"/Configuration/System/OutboundConnections/Proxy/SocksClasses/Include[@identifier=""2""]"
Defines the minimum swap space.,TransactionManager.minimumSwapSpace,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,configuration.xml,@minimumSwapSpace,/Configuration/Modules/TransactionManager
Defines the rule engine pool. The default value is 8.,TransactionManager.RuleEngine.pool,UNSPECIFIED,Default,8,FALSE,FALSE,TRUE,FALSE,configuration.xml,@pool,/Configuration/Modules/TransactionManager/RuleEngine
Enabled Cipher Suits for communication between SecureTransport protocol servers and the TM Server.,TransactionManager.Listeners.Ssl.enabledCipherSuites,UNSPECIFIED,Default,"TLS_RSA_WITH_AES_256_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256",FALSE,FALSE,TRUE,FALSE,configuration.xml,@enabledCipherSuites,/Configuration/Modules/TransactionManager/Listeners/Ssl
The ssl key algorithm used. The default key algorithm is SunX509.,TransactionManager.Listeners.Ssl.keyAlgorithm,UNSPECIFIED,Default,IbmX509,FALSE,FALSE,TRUE,FALSE,configuration.xml,@keyAlgorithm,/Configuration/Modules/TransactionManager/Listeners/Ssl
The ssl protocol used. The default protocol is TLS.,TransactionManager.Listeners.Ssl.protocol,UNSPECIFIED,Default,SSL_TLS,FALSE,FALSE,TRUE,FALSE,configuration.xml,@protocol,/Configuration/Modules/TransactionManager/Listeners/Ssl
The ssl trust algorithm used. The default trust algorithm is SunX509.,TransactionManager.Listeners.Ssl.trustAlgorithm,UNSPECIFIED,Default,IbmX509,FALSE,FALSE,TRUE,FALSE,configuration.xml,@trustAlgorithm,/Configuration/Modules/TransactionManager/Listeners/Ssl
com.tumbleweed.st.server.tm.agents.ExternalAgentRunner by default. The purpose of this class is to execute external agents.,TransactionManager.ExternalAgentRunner.className,UNSPECIFIED,Default,com.tumbleweed.st.server.tm.agents.ExternalAgentRunner,FALSE,FALSE,TRUE,FALSE,configuration.xml,@className,/Configuration/Modules/TransactionManager/ExternalAgentRunner
"The default value is ExternalAgentRunnerClass (a reference to com.tumbleweed.st.server.tm.agents.ExternalAgentRunner class). 
         			  The purpose of this class is to execute external agents.",TransactionManager.ExternalAgentRunner.name,UNSPECIFIED,Default,ExternalAgentRunnerClass,FALSE,FALSE,TRUE,FALSE,configuration.xml,@name,/Configuration/Modules/TransactionManager/ExternalAgentRunner
How much time (in milliseconds) a thread from the thread pool should stay idle before it's stopped for EventMonitor.,TransactionManager.ThreadPools.ThreadPool.EventMonitor.idleTime,UNSPECIFIED,Default,60,FALSE,FALSE,TRUE,FALSE,configuration.xml,@idleTime,"/Configuration/Modules/TransactionManager/ThreadPools/ThreadPool[@name=""EventMonitor""]"
The maximum number of threads in the TransactionManager for EventMonitor.,TransactionManager.ThreadPools.ThreadPool.EventMonitor.maxThreads,UNSPECIFIED,Default,512,FALSE,FALSE,TRUE,FALSE,configuration.xml,@maxThreads,"/Configuration/Modules/TransactionManager/ThreadPools/ThreadPool[@name=""EventMonitor""]"
The minimum number of threads in the TransactionManager for EventMonitor.,TransactionManager.ThreadPools.ThreadPool.EventMonitor.minThreads,UNSPECIFIED,Default,32,FALSE,FALSE,TRUE,FALSE,configuration.xml,@minThreads,"/Configuration/Modules/TransactionManager/ThreadPools/ThreadPool[@name=""EventMonitor""]"
How much time (in milliseconds) a thread from the thread pool should stay idle before it's stopped for ServerTransfer.,TransactionManager.ThreadPools.ThreadPool.ServerTransfer.idleTime,UNSPECIFIED,Default,60,FALSE,FALSE,TRUE,FALSE,configuration.xml,@idleTime,"/Configuration/Modules/TransactionManager/ThreadPools/ThreadPool[@name=""ServerTransfer""]"
The maximum number of threads in the TransactionManager for ServerTransfer.,TransactionManager.ThreadPools.ThreadPool.ServerTransfer.maxThreads,UNSPECIFIED,Default,512,FALSE,FALSE,TRUE,FALSE,configuration.xml,@maxThreads,"/Configuration/Modules/TransactionManager/ThreadPools/ThreadPool[@name=""ServerTransfer""]"
The minimum number of threads in the TransactionManager for ServerTransfer.,TransactionManager.ThreadPools.ThreadPool.ServerTransfer.minThreads,UNSPECIFIED,Default,32,FALSE,FALSE,TRUE,FALSE,configuration.xml,@minThreads,"/Configuration/Modules/TransactionManager/ThreadPools/ThreadPool[@name=""ServerTransfer""]"
Enable or disable SNMP notifications for failed transfers.,TransactionManager.SNMP.enabled,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,configuration.xml,@enabled,/Configuration/Modules/TransactionManager/SNMP
Boolean to indicate if detailed protocol commands logging is enabled. The default value is true.,TransactionManager.DetailedProtocolCommandsLogging.enabled,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,configuration.xml,@enabled,/Configuration/Modules/TransactionManager/DetailedProtocolCommandsLogging
Set this to true to include SSH_MSG_IGNORE messages in the protocol commands list during SSH server initiated transfer.,TransactionManager.DetailedProtocolCommandsLogging.enableSshMsgIgnoreLogging,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,configuration.xml,@enableSshMsgIgnoreLogging,/Configuration/Modules/TransactionManager/DetailedProtocolCommandsLogging
The time in seconds that the Monitor server waits between checking the servers. The default is 5 seconds. This parameter is supported only for Standard Cluster.,Cluster.ServiceStatusChecks.delayBetweenChecks,UNSPECIFIED,Default,5,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The default group name is STCluster.,Cluster.groupname,UNSPECIFIED,Default,STCluster,FALSE,FALSE,TRUE,FALSE,configuration.xml,@groupname,/Configuration/Modules/Cluster
The timeout to wait for merge. The default timeout is 60000. Supported only for Standard Cluster.,Cluster.mergeTimeout,UNSPECIFIED,Default,60000,FALSE,FALSE,TRUE,FALSE,configuration.xml,@mergeTimeout,/Configuration/Modules/Cluster
The default message processing poll interval is 10. Supported only for Standard Cluster.,Cluster.messageProcessingPollInterval,UNSPECIFIED,Default,10,FALSE,FALSE,TRUE,FALSE,configuration.xml,@messageProcessingPollInterval,/Configuration/Modules/Cluster
Possible cluster mode values: disabled (if clustering is disabled); active (if Active-Active clustering); passive (if Active-Passive clustering); passive_legacy (if Active-Passive legacy mode). Supported only for Standard Cluster.,Cluster.mode,UNSPECIFIED,Default,disabled,FALSE,FALSE,TRUE,FALSE,configuration.xml,@mode,/Configuration/Modules/Cluster
The default path to sentinel_file is /var/tmp/sentinel_primary. This parameter is supported only for Standard Cluster.,Cluster.File.sentinelFile.path,UNSPECIFIED,Default,/var/tmp/sentinel_primary,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/Modules/Cluster/File[@alias=""sentinelFile""]"
Configures the location of the cluster_state file. See also Cluster.File.clusterStateFile.path. This parameter is supported only for Standard Cluster.,Cluster.File.clusterStateFile.relative,UNSPECIFIED,Default,fdHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,"/Configuration/Modules/Cluster/File[@alias=""clusterStateFile""]"
Enable SSL listener for cluster. The default value is true which means it's enabled by default. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Listener.enable.SSL,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,configuration.xml,@enable,/Configuration/Modules/Cluster/Listeners/Listener
Defines the port for SSL listener. The default value is 44431. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Listener.port.SSL,UNSPECIFIED,Default,44431,FALSE,FALSE,TRUE,FALSE,configuration.xml,@port,/Configuration/Modules/Cluster/Listeners/Listener
The ssl key algorithm used. The default value is SunX509. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Ssl.keyAlgorithm,UNSPECIFIED,Default,IbmX509,FALSE,FALSE,TRUE,FALSE,configuration.xml,@keyAlgorithm,/Configuration/Modules/Cluster/Listeners/Ssl
The ssl protocol used. The default value is TLS. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Ssl.protocol,UNSPECIFIED,Default,TLS,FALSE,FALSE,TRUE,FALSE,configuration.xml,@protocol,/Configuration/Modules/Cluster/Listeners/Ssl
The ssl trust algorithm used. The default value is SunX509. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Ssl.trustAlgorithm,UNSPECIFIED,Default,IbmX509,FALSE,FALSE,TRUE,FALSE,configuration.xml,@trustAlgorithm,/Configuration/Modules/Cluster/Listeners/Ssl
NO value,Admin.FileLocking,UNSPECIFIED,Default,enabled,FALSE,FALSE,TRUE,FALSE,defaults.conf,file-locking,NO value
Reads and provides runtime information about the installed ST from {FDHOME}/conf/versions.txt file.,Admin.VersionControl,UNSPECIFIED,Default,disabled,TRUE,FALSE,TRUE,FALSE,defaults.conf,version-control,NO value
"Default rule order <allow,deny|deny,allow>.",Users.Access.Order,UNSPECIFIED,Default,"deny,allow",TRUE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Allowed hosts.,Users.Access.Allow,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Denied hosts.,Users.Access.Deny,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
Path to CA certificates used for indirect trust of SSL client or server certificates.,Admin.Ssl.CaCertificatePath,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,admin.properties,Admin.Ssl.CaCertificatePath,NO value
The ssl verify depth.,Admin.Ssl.VerifyDepth,UNSPECIFIED,Default,10,TRUE,FALSE,TRUE,FALSE,admin.properties,Admin.Ssl.VerifyDepth,NO value
"There are three options: mandatory|optional|disabled.The settings are the same for the supported protocols: HTTPS, FTPS, SSH, and PeSIT. Each protocol can be configured independently.",Admin.Ssl.Options,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,NO value,NO value,NO value
